2	114e1c0b-1249-4c53-a1ec-26c7da0ba780
3	5eb04333-ce9a-4ad3-b9a5-38863be3aead
4	5777315e-99b8-4f88-91cc-adef8930c853
5	602dc684-9879-4d8e-af20-94bdc11cd887
6	838e2bbd-a93c-4de3-a4e4-dea0ea16b190
7	2edec002-e0a8-49a8-a641-01a8779ef382
8	47559988-1e6d-4785-bdbd-9bba05f5273b
9	48e8008a-a0a3-4d40-a65d-eca2d22f4df3
10	95add84a-676a-4551-ab2b-2b5ccb7ac280
11	d766b694-44f2-492c-9c4d-56b00a7ed535
12	9bc4cffe-8e40-4129-896a-d32a81753f62
13	0ae59c2f-dd73-4aa1-93c3-14079e47b894
14	9920523d-d334-48ac-bcb7-2dcc6bc2934e
15	c52e1bca-19d4-4275-a34c-aa3a02165fab
16	d6c420fb-c4bd-4b15-8a74-86c9f6f11bd0
17	23c5b2aa-b316-467b-9141-e15742d26a70
18	bdc1ad97-395f-46b7-a036-7ec8f015fd84
19	0b9c2a93-e98f-42d7-adfc-30be1d6e6785
20	6306117c-e977-4598-b6f0-9d2457b2a9b4
21	8212da0e-3460-426a-9c78-a46b52ffeb18
22	29ae9ad4-704f-42d6-9638-061965601d29
23	69e2e73f-f802-456e-ad15-bb99b5449249
24	0a206362-59a0-4390-8aa1-5c7e5f3f7d4c
